alert_id,timestamp,month,source,rule_name,severity,mitre_tactic,disposition,escalated_to_incident,analyst,shift
ALT-000622,2026-04-02 07:29:49,2026-04,SIEM,New privileged account,Critical,Privilege Escalation,Benign True Positive,No,m.hasan,Morning
ALT-000634,2026-04-02 08:10:56,2026-04,Email-GW,Malicious attachment,Low,Defense Evasion,False Positive,No,r.islam,Morning
ALT-000621,2026-04-02 08:49:02,2026-04,EDR,LOLBin execution,Medium,Persistence,False Positive,No,a.rahman,Morning
ALT-000624,2026-04-02 09:07:33,2026-04,WAF,XSS attempt,Medium,Collection,False Positive,No,a.rahman,Morning
ALT-000630,2026-04-02 09:26:23,2026-04,WAF,Web shell upload,Medium,Credential Access,False Positive,No,t.begum,Morning
ALT-000629,2026-04-02 11:27:10,2026-04,Firewall,Geo-blocked destination,Low,Defense Evasion,True Positive,No,t.begum,Morning
ALT-000623,2026-04-02 11:54:04,2026-04,EDR,Ransomware canary file,Low,Impact,Benign True Positive,No,a.rahman,Morning
ALT-000635,2026-04-02 13:09:02,2026-04,Email-GW,Spoofed internal sender,Low,Execution,Benign True Positive,No,t.begum,Morning
ALT-000633,2026-04-02 13:56:52,2026-04,WAF,Web shell upload,High,Credential Access,True Positive,Yes,r.islam,Morning
ALT-000626,2026-04-02 14:19:32,2026-04,Firewall,Outbound to known C2,Medium,Collection,True Positive,No,m.hasan,Evening
ALT-000631,2026-04-02 14:25:29,2026-04,IDS,SMB lateral movement,High,Credential Access,False Positive,No,s.khatun,Evening
ALT-000641,2026-04-02 14:53:23,2026-04,EDR,Credential dumping tool,Low,Collection,False Positive,No,n.akter,Evening
ALT-000637,2026-04-02 15:59:50,2026-04,EDR,Suspicious PowerShell,High,Command and Control,False Positive,No,s.khatun,Evening
ALT-000625,2026-04-02 16:03:28,2026-04,Email-GW,Spoofed internal sender,Critical,Command and Control,Benign True Positive,No,t.begum,Evening
ALT-000632,2026-04-02 16:11:36,2026-04,WAF,Web shell upload,High,Exfiltration,False Positive,No,m.hasan,Evening
ALT-000640,2026-04-02 17:12:43,2026-04,Firewall,Outbound to known C2,Medium,Credential Access,False Positive,No,n.akter,Evening
ALT-000639,2026-04-02 19:32:33,2026-04,SIEM,Audit log cleared,Low,Credential Access,False Positive,No,r.islam,Evening
ALT-000638,2026-04-02 20:24:20,2026-04,SIEM,Mass file download,Critical,Execution,False Positive,No,m.hasan,Evening
ALT-000628,2026-04-02 20:25:12,2026-04,SIEM,New privileged account,High,Collection,True Positive,No,n.akter,Evening
ALT-000658,2026-04-03 06:09:40,2026-04,IDS,Nmap scan,Low,Exfiltration,Duplicate,No,t.begum,Morning
ALT-000646,2026-04-03 06:55:04,2026-04,Firewall,Geo-blocked destination,Low,Exfiltration,True Positive,No,r.islam,Morning
ALT-000662,2026-04-03 08:28:26,2026-04,EDR,Unsigned driver load,Medium,Exfiltration,False Positive,No,t.begum,Morning
ALT-000655,2026-04-03 08:49:57,2026-04,Firewall,Inbound port scan,Low,Impact,False Positive,No,m.hasan,Morning
ALT-000643,2026-04-03 09:19:08,2026-04,Email-GW,Spoofed internal sender,High,Collection,False Positive,No,r.islam,Morning
ALT-000659,2026-04-03 09:29:02,2026-04,Email-GW,Spoofed internal sender,High,Command and Control,Benign True Positive,No,r.islam,Morning
ALT-000650,2026-04-03 10:40:42,2026-04,SIEM,Logon from disabled account,Medium,Credential Access,False Positive,No,m.hasan,Morning
ALT-000661,2026-04-03 10:58:38,2026-04,SIEM,Audit log cleared,Medium,Privilege Escalation,Benign True Positive,No,r.islam,Morning
ALT-000651,2026-04-03 11:13:07,2026-04,EDR,Suspicious PowerShell,Low,Collection,False Positive,No,t.begum,Morning
ALT-000642,2026-04-03 11:28:07,2026-04,WAF,XSS attempt,Low,Credential Access,False Positive,No,m.hasan,Morning
ALT-000656,2026-04-03 11:38:02,2026-04,WAF,Web shell upload,Medium,Credential Access,True Positive,Yes,a.rahman,Morning
ALT-000653,2026-04-03 12:01:18,2026-04,EDR,Credential dumping tool,Low,Execution,False Positive,No,s.khatun,Morning
ALT-000652,2026-04-03 14:37:22,2026-04,Firewall,Inbound port scan,Low,Impact,True Positive,No,n.akter,Evening
ALT-000645,2026-04-03 14:42:35,2026-04,EDR,Process hollowing,Critical,Persistence,False Positive,No,m.hasan,Evening
ALT-000644,2026-04-03 15:32:45,2026-04,WAF,Path traversal,High,Privilege Escalation,False Positive,No,m.hasan,Evening
ALT-000654,2026-04-03 16:33:27,2026-04,CASB,Mass external share,Low,Execution,False Positive,No,a.rahman,Evening
ALT-000647,2026-04-03 16:37:03,2026-04,Firewall,Inbound port scan,Low,Execution,False Positive,No,t.begum,Evening
ALT-000649,2026-04-03 16:37:55,2026-04,SIEM,Logon from disabled account,Medium,Initial Access,True Positive,No,n.akter,Evening
ALT-000660,2026-04-03 16:51:06,2026-04,SIEM,Mass file download,Medium,Exfiltration,False Positive,No,n.akter,Evening
ALT-000663,2026-04-03 18:19:31,2026-04,CASB,SaaS impossible travel,Medium,Collection,Duplicate,No,a.rahman,Evening
ALT-000657,2026-04-03 18:44:25,2026-04,SIEM,Audit log cleared,Medium,Lateral Movement,False Positive,No,s.khatun,Evening
ALT-000648,2026-04-03 20:29:33,2026-04,SIEM,New privileged account,High,Impact,False Positive,No,t.begum,Evening
ALT-000667,2026-04-04 05:37:30,2026-04,WAF,Path traversal,Low,Initial Access,False Positive,No,a.rahman,Night
ALT-000666,2026-04-04 12:51:20,2026-04,Firewall,DNS tunneling pattern,Low,Initial Access,False Positive,No,t.begum,Morning
ALT-000664,2026-04-04 13:34:38,2026-04,SIEM,Audit log cleared,High,Defense Evasion,False Positive,No,r.islam,Morning
ALT-000665,2026-04-04 20:26:55,2026-04,SIEM,Logon from disabled account,Low,Exfiltration,Benign True Positive,No,r.islam,Evening
ALT-000670,2026-04-05 01:55:34,2026-04,WAF,Path traversal,Critical,Command and Control,False Positive,No,m.hasan,Night
ALT-000668,2026-04-05 09:29:44,2026-04,SIEM,Brute-force logon burst,Medium,Lateral Movement,False Positive,No,t.begum,Morning
ALT-000669,2026-04-05 11:21:58,2026-04,SIEM,Brute-force logon burst,Low,Lateral Movement,False Positive,No,t.begum,Morning
ALT-000671,2026-04-05 12:19:15,2026-04,EDR,Suspicious PowerShell,Low,Defense Evasion,True Positive,No,r.islam,Morning
ALT-000672,2026-04-05 15:01:19,2026-04,WAF,XSS attempt,Low,Initial Access,Benign True Positive,No,s.khatun,Evening
ALT-000675,2026-04-05 16:00:32,2026-04,SIEM,Mass file download,High,Lateral Movement,False Positive,No,s.khatun,Evening
ALT-000674,2026-04-05 16:36:33,2026-04,WAF,SQL injection attempt,Low,Discovery,True Positive,No,t.begum,Evening
ALT-000673,2026-04-05 18:05:17,2026-04,WAF,XSS attempt,Critical,Collection,False Positive,No,s.khatun,Evening
ALT-000683,2026-04-06 07:27:56,2026-04,SIEM,Audit log cleared,High,Collection,False Positive,No,n.akter,Morning
ALT-000682,2026-04-06 07:35:49,2026-04,EDR,Credential dumping tool,High,Discovery,False Positive,No,m.hasan,Morning
ALT-000681,2026-04-06 08:12:00,2026-04,Email-GW,Business email compromise,Medium,Execution,Benign True Positive,No,m.hasan,Morning
ALT-000696,2026-04-06 09:56:42,2026-04,WAF,SQL injection attempt,Low,Discovery,False Positive,No,t.begum,Morning
ALT-000676,2026-04-06 10:13:27,2026-04,SIEM,Impossible travel,Medium,Credential Access,False Positive,No,a.rahman,Morning
ALT-000677,2026-04-06 11:10:50,2026-04,EDR,Process hollowing,Low,Command and Control,Benign True Positive,No,r.islam,Morning
ALT-000691,2026-04-06 12:31:33,2026-04,EDR,Process hollowing,Low,Persistence,False Positive,No,r.islam,Morning
ALT-000686,2026-04-06 13:11:51,2026-04,SIEM,New privileged account,High,Defense Evasion,Duplicate,No,m.hasan,Morning
ALT-000698,2026-04-06 13:58:30,2026-04,Email-GW,Spoofed internal sender,Low,Execution,True Positive,No,m.hasan,Morning
ALT-000690,2026-04-06 14:04:57,2026-04,SIEM,Logon from disabled account,Medium,Persistence,True Positive,Yes,t.begum,Evening
ALT-000678,2026-04-06 14:06:32,2026-04,SIEM,Audit log cleared,Low,Privilege Escalation,False Positive,No,r.islam,Evening
ALT-000699,2026-04-06 14:33:13,2026-04,SIEM,New privileged account,Medium,Execution,True Positive,No,n.akter,Evening
ALT-000688,2026-04-06 14:38:01,2026-04,EDR,Suspicious PowerShell,Medium,Discovery,Benign True Positive,No,m.hasan,Evening
ALT-000685,2026-04-06 14:52:50,2026-04,EDR,Suspicious PowerShell,Medium,Credential Access,False Positive,No,s.khatun,Evening
ALT-000700,2026-04-06 14:54:01,2026-04,EDR,Credential dumping tool,Medium,Exfiltration,Benign True Positive,No,m.hasan,Evening
ALT-000694,2026-04-06 15:10:28,2026-04,SIEM,Logon from disabled account,Low,Initial Access,False Positive,No,r.islam,Evening
ALT-000693,2026-04-06 15:13:36,2026-04,EDR,Suspicious PowerShell,Critical,Discovery,Duplicate,No,r.islam,Evening
ALT-000687,2026-04-06 16:21:09,2026-04,EDR,Process hollowing,High,Impact,True Positive,Yes,a.rahman,Evening
ALT-000689,2026-04-06 16:27:52,2026-04,EDR,Process hollowing,Low,Discovery,False Positive,No,m.hasan,Evening
ALT-000697,2026-04-06 16:31:48,2026-04,CASB,Mass external share,Medium,Initial Access,Benign True Positive,No,t.begum,Evening
ALT-000692,2026-04-06 16:53:13,2026-04,WAF,Path traversal,Medium,Exfiltration,False Positive,No,r.islam,Evening
ALT-000684,2026-04-06 17:14:31,2026-04,WAF,Web shell upload,Low,Initial Access,False Positive,No,a.rahman,Evening
ALT-000695,2026-04-06 18:48:29,2026-04,EDR,Unsigned driver load,Medium,Persistence,False Positive,No,t.begum,Evening
ALT-000679,2026-04-06 19:37:27,2026-04,WAF,Web shell upload,High,Credential Access,False Positive,No,s.khatun,Evening
ALT-000680,2026-04-06 22:35:39,2026-04,EDR,Unsigned driver load,Low,Initial Access,True Positive,Yes,n.akter,Night
ALT-000718,2026-04-07 01:16:09,2026-04,Email-GW,Phishing URL,Medium,Execution,True Positive,Yes,n.akter,Night
ALT-000714,2026-04-07 03:43:01,2026-04,SIEM,Audit log cleared,Medium,Collection,Duplicate,No,a.rahman,Night
ALT-000723,2026-04-07 07:56:05,2026-04,EDR,Credential dumping tool,Medium,Lateral Movement,Benign True Positive,No,n.akter,Morning
ALT-000712,2026-04-07 08:55:45,2026-04,SIEM,Impossible travel,Low,Execution,False Positive,No,r.islam,Morning
ALT-000702,2026-04-07 09:20:39,2026-04,IDS,Nmap scan,High,Lateral Movement,Benign True Positive,No,r.islam,Morning
ALT-000721,2026-04-07 09:44:06,2026-04,SIEM,Audit log cleared,Low,Initial Access,Duplicate,No,n.akter,Morning
ALT-000724,2026-04-07 10:37:33,2026-04,EDR,Process hollowing,Low,Persistence,False Positive,No,t.begum,Morning
ALT-000707,2026-04-07 10:56:10,2026-04,Firewall,DNS tunneling pattern,Medium,Exfiltration,False Positive,No,s.khatun,Morning
ALT-000713,2026-04-07 10:57:30,2026-04,Email-GW,Spoofed internal sender,High,Execution,Benign True Positive,No,r.islam,Morning
ALT-000709,2026-04-07 11:24:22,2026-04,EDR,Process hollowing,Low,Lateral Movement,Duplicate,No,n.akter,Morning
ALT-000717,2026-04-07 11:46:22,2026-04,SIEM,Mass file download,Medium,Initial Access,False Positive,No,s.khatun,Morning
ALT-000720,2026-04-07 11:57:15,2026-04,SIEM,Audit log cleared,Medium,Privilege Escalation,False Positive,No,m.hasan,Morning
ALT-000710,2026-04-07 12:31:47,2026-04,SIEM,Mass file download,Low,Command and Control,False Positive,No,m.hasan,Morning
ALT-000701,2026-04-07 12:47:41,2026-04,Firewall,Tor exit node traffic,Low,Collection,False Positive,No,t.begum,Morning
ALT-000722,2026-04-07 12:53:16,2026-04,Firewall,Outbound to known C2,Medium,Privilege Escalation,True Positive,Yes,r.islam,Morning
ALT-000719,2026-04-07 13:10:57,2026-04,SIEM,Logon from disabled account,Medium,Defense Evasion,False Positive,No,n.akter,Morning
ALT-000716,2026-04-07 14:21:34,2026-04,WAF,XSS attempt,Low,Exfiltration,Benign True Positive,No,s.khatun,Evening
ALT-000706,2026-04-07 14:28:24,2026-04,EDR,Ransomware canary file,Low,Persistence,False Positive,No,n.akter,Evening
ALT-000715,2026-04-07 14:51:55,2026-04,Firewall,Outbound to known C2,Medium,Defense Evasion,False Positive,No,m.hasan,Evening
ALT-000703,2026-04-07 15:08:49,2026-04,SIEM,Audit log cleared,Low,Persistence,True Positive,No,s.khatun,Evening
ALT-000708,2026-04-07 16:12:54,2026-04,SIEM,New privileged account,High,Execution,False Positive,No,a.rahman,Evening
ALT-000705,2026-04-07 17:08:30,2026-04,IDS,Nmap scan,Low,Privilege Escalation,False Positive,No,m.hasan,Evening
ALT-000711,2026-04-07 18:25:16,2026-04,EDR,Process hollowing,Low,Privilege Escalation,Duplicate,No,r.islam,Evening
ALT-000704,2026-04-07 21:39:03,2026-04,EDR,LOLBin execution,High,Impact,False Positive,No,a.rahman,Evening
ALT-000730,2026-04-08 10:06:48,2026-04,CASB,OAuth grant to risky app,Medium,Credential Access,False Positive,No,t.begum,Morning
ALT-000743,2026-04-08 10:25:05,2026-04,EDR,Unsigned driver load,Low,Privilege Escalation,False Positive,No,r.islam,Morning
ALT-000733,2026-04-08 10:28:19,2026-04,EDR,Credential dumping tool,High,Impact,True Positive,Yes,t.begum,Morning
ALT-000732,2026-04-08 11:10:07,2026-04,Firewall,Tor exit node traffic,Low,Initial Access,Benign True Positive,No,m.hasan,Morning
ALT-000742,2026-04-08 11:14:12,2026-04,EDR,Process hollowing,Low,Lateral Movement,Benign True Positive,No,s.khatun,Morning
ALT-000725,2026-04-08 12:11:34,2026-04,EDR,Suspicious PowerShell,Low,Lateral Movement,True Positive,No,s.khatun,Morning
ALT-000734,2026-04-08 12:23:06,2026-04,SIEM,Audit log cleared,High,Execution,True Positive,Yes,a.rahman,Morning
ALT-000726,2026-04-08 14:28:57,2026-04,SIEM,Logon from disabled account,Low,Privilege Escalation,False Positive,No,m.hasan,Evening
ALT-000741,2026-04-08 14:58:33,2026-04,EDR,Suspicious PowerShell,Medium,Execution,Benign True Positive,No,r.islam,Evening
ALT-000727,2026-04-08 15:29:55,2026-04,IDS,Nmap scan,Critical,Discovery,False Positive,No,r.islam,Evening
ALT-000729,2026-04-08 15:49:11,2026-04,WAF,Path traversal,Low,Defense Evasion,Benign True Positive,No,n.akter,Evening
ALT-000739,2026-04-08 15:54:35,2026-04,CASB,OAuth grant to risky app,High,Execution,False Positive,No,m.hasan,Evening
ALT-000737,2026-04-08 16:06:40,2026-04,Email-GW,Business email compromise,Low,Lateral Movement,Benign True Positive,No,t.begum,Evening
ALT-000735,2026-04-08 17:12:49,2026-04,Firewall,Outbound to known C2,Low,Defense Evasion,Benign True Positive,No,s.khatun,Evening
ALT-000740,2026-04-08 17:15:39,2026-04,SIEM,Audit log cleared,Low,Lateral Movement,True Positive,No,t.begum,Evening
ALT-000738,2026-04-08 17:48:23,2026-04,SIEM,Audit log cleared,Low,Privilege Escalation,True Positive,No,t.begum,Evening
ALT-000728,2026-04-08 19:02:51,2026-04,Email-GW,Phishing URL,High,Command and Control,False Positive,No,a.rahman,Evening
ALT-000736,2026-04-08 19:18:21,2026-04,SIEM,New privileged account,High,Impact,True Positive,No,n.akter,Evening
ALT-000731,2026-04-08 21:23:34,2026-04,Email-GW,Malicious attachment,Medium,Discovery,True Positive,Yes,a.rahman,Evening
ALT-000753,2026-04-09 07:20:11,2026-04,Firewall,Geo-blocked destination,Medium,Lateral Movement,False Positive,No,a.rahman,Morning
ALT-000750,2026-04-09 07:30:10,2026-04,WAF,Path traversal,Medium,Collection,True Positive,No,s.khatun,Morning
ALT-000745,2026-04-09 07:30:33,2026-04,EDR,Ransomware canary file,Medium,Persistence,False Positive,No,n.akter,Morning
ALT-000756,2026-04-09 08:50:07,2026-04,SIEM,Brute-force logon burst,Low,Discovery,False Positive,No,n.akter,Morning
ALT-000751,2026-04-09 09:17:21,2026-04,SIEM,New privileged account,Low,Collection,True Positive,No,a.rahman,Morning
ALT-000748,2026-04-09 10:15:34,2026-04,EDR,Suspicious PowerShell,Low,Execution,True Positive,No,s.khatun,Morning
ALT-000763,2026-04-09 10:35:36,2026-04,IDS,EternalBlue exploit,High,Initial Access,True Positive,Yes,r.islam,Morning
ALT-000768,2026-04-09 10:55:23,2026-04,WAF,Web shell upload,Low,Command and Control,False Positive,No,t.begum,Morning
ALT-000749,2026-04-09 11:27:38,2026-04,EDR,Process hollowing,High,Defense Evasion,False Positive,No,a.rahman,Morning
ALT-000744,2026-04-09 11:45:24,2026-04,EDR,Credential dumping tool,Medium,Credential Access,True Positive,No,s.khatun,Morning
ALT-000766,2026-04-09 13:38:09,2026-04,SIEM,Impossible travel,Low,Command and Control,Benign True Positive,No,s.khatun,Morning
ALT-000761,2026-04-09 14:11:57,2026-04,WAF,Path traversal,Medium,Command and Control,False Positive,No,n.akter,Evening
ALT-000765,2026-04-09 14:27:32,2026-04,EDR,LOLBin execution,Critical,Discovery,False Positive,No,r.islam,Evening
ALT-000755,2026-04-09 15:32:16,2026-04,SIEM,Audit log cleared,High,Execution,Benign True Positive,No,t.begum,Evening
ALT-000752,2026-04-09 16:11:30,2026-04,CASB,Mass external share,Low,Persistence,Benign True Positive,No,t.begum,Evening
ALT-000760,2026-04-09 16:12:27,2026-04,EDR,LOLBin execution,Medium,Credential Access,Benign True Positive,No,t.begum,Evening
ALT-000762,2026-04-09 16:48:37,2026-04,IDS,Nmap scan,High,Impact,False Positive,No,a.rahman,Evening
ALT-000767,2026-04-09 16:51:57,2026-04,Firewall,Tor exit node traffic,Low,Command and Control,False Positive,No,s.khatun,Evening
ALT-000757,2026-04-09 17:25:47,2026-04,Firewall,Outbound to known C2,Low,Lateral Movement,Benign True Positive,No,t.begum,Evening
ALT-000764,2026-04-09 18:06:46,2026-04,SIEM,Mass file download,Medium,Discovery,False Positive,No,a.rahman,Evening
ALT-000758,2026-04-09 18:37:11,2026-04,EDR,Unsigned driver load,Low,Privilege Escalation,False Positive,No,a.rahman,Evening
ALT-000747,2026-04-09 18:47:43,2026-04,CASB,OAuth grant to risky app,Low,Lateral Movement,False Positive,No,s.khatun,Evening
ALT-000759,2026-04-09 19:41:50,2026-04,EDR,Process hollowing,Low,Exfiltration,False Positive,No,a.rahman,Evening
ALT-000754,2026-04-09 21:05:37,2026-04,SIEM,Mass file download,Critical,Credential Access,Benign True Positive,No,m.hasan,Evening
ALT-000746,2026-04-09 22:52:17,2026-04,EDR,Ransomware canary file,Low,Defense Evasion,False Positive,No,a.rahman,Night
ALT-000776,2026-04-10 08:04:55,2026-04,EDR,Unsigned driver load,Low,Execution,Benign True Positive,No,m.hasan,Morning
ALT-000783,2026-04-10 08:28:01,2026-04,WAF,Web shell upload,Medium,Command and Control,True Positive,No,t.begum,Morning
ALT-000785,2026-04-10 08:38:19,2026-04,EDR,LOLBin execution,Low,Execution,Benign True Positive,No,s.khatun,Morning
ALT-000784,2026-04-10 09:11:09,2026-04,EDR,Credential dumping tool,Low,Defense Evasion,True Positive,No,n.akter,Morning
ALT-000777,2026-04-10 10:40:28,2026-04,CASB,Mass external share,Low,Discovery,False Positive,No,s.khatun,Morning
ALT-000778,2026-04-10 10:49:39,2026-04,Email-GW,Malicious attachment,Medium,Defense Evasion,Benign True Positive,No,m.hasan,Morning
ALT-000787,2026-04-10 10:55:59,2026-04,Firewall,Inbound port scan,Medium,Discovery,True Positive,No,m.hasan,Morning
ALT-000770,2026-04-10 13:08:05,2026-04,EDR,Credential dumping tool,High,Privilege Escalation,True Positive,No,m.hasan,Morning
ALT-000774,2026-04-10 13:09:40,2026-04,EDR,Unsigned driver load,Medium,Persistence,Duplicate,No,n.akter,Morning
ALT-000779,2026-04-10 13:20:34,2026-04,CASB,Mass external share,High,Initial Access,False Positive,No,s.khatun,Morning
ALT-000772,2026-04-10 13:28:09,2026-04,Email-GW,Business email compromise,Low,Exfiltration,False Positive,No,m.hasan,Morning
ALT-000782,2026-04-10 14:43:03,2026-04,IDS,EternalBlue exploit,High,Initial Access,False Positive,No,n.akter,Evening
ALT-000780,2026-04-10 14:45:05,2026-04,IDS,SMB lateral movement,Medium,Defense Evasion,True Positive,No,r.islam,Evening
ALT-000781,2026-04-10 15:07:52,2026-04,SIEM,Mass file download,Medium,Collection,Benign True Positive,No,r.islam,Evening
ALT-000786,2026-04-10 15:54:35,2026-04,SIEM,Audit log cleared,Low,Lateral Movement,False Positive,No,m.hasan,Evening
ALT-000771,2026-04-10 16:46:28,2026-04,EDR,Suspicious PowerShell,Low,Command and Control,True Positive,No,s.khatun,Evening
ALT-000789,2026-04-10 16:49:30,2026-04,Email-GW,Phishing URL,Low,Defense Evasion,False Positive,No,a.rahman,Evening
ALT-000773,2026-04-10 17:54:18,2026-04,IDS,EternalBlue exploit,Low,Credential Access,True Positive,No,n.akter,Evening
ALT-000769,2026-04-10 20:34:27,2026-04,Email-GW,Spoofed internal sender,Low,Execution,True Positive,No,r.islam,Evening
ALT-000775,2026-04-10 21:32:11,2026-04,EDR,Credential dumping tool,Low,Collection,False Positive,No,r.islam,Evening
ALT-000788,2026-04-10 21:40:36,2026-04,SIEM,New privileged account,Medium,Execution,Duplicate,No,s.khatun,Evening
ALT-000801,2026-04-11 02:24:51,2026-04,Email-GW,Malicious attachment,Medium,Credential Access,False Positive,No,a.rahman,Night
ALT-000800,2026-04-11 06:26:54,2026-04,IDS,Nmap scan,Low,Credential Access,False Positive,No,t.begum,Morning
ALT-000794,2026-04-11 07:35:19,2026-04,WAF,XSS attempt,Low,Command and Control,False Positive,No,m.hasan,Morning
ALT-000792,2026-04-11 10:55:23,2026-04,EDR,Credential dumping tool,Low,Defense Evasion,False Positive,No,a.rahman,Morning
ALT-000796,2026-04-11 12:05:01,2026-04,WAF,Path traversal,Low,Command and Control,True Positive,No,a.rahman,Morning
ALT-000799,2026-04-11 12:22:18,2026-04,Email-GW,Business email compromise,Medium,Discovery,True Positive,Yes,s.khatun,Morning
ALT-000791,2026-04-11 14:51:51,2026-04,SIEM,Mass file download,Low,Defense Evasion,Duplicate,No,a.rahman,Evening
ALT-000795,2026-04-11 15:17:15,2026-04,SIEM,Mass file download,Medium,Lateral Movement,False Positive,No,n.akter,Evening
ALT-000790,2026-04-11 15:46:35,2026-04,Email-GW,Business email compromise,Medium,Discovery,False Positive,No,r.islam,Evening
ALT-000802,2026-04-11 15:49:50,2026-04,SIEM,Mass file download,Low,Execution,False Positive,No,a.rahman,Evening
ALT-000797,2026-04-11 19:02:33,2026-04,SIEM,New privileged account,High,Exfiltration,Benign True Positive,No,t.begum,Evening
ALT-000798,2026-04-11 20:06:31,2026-04,EDR,Credential dumping tool,High,Credential Access,False Positive,No,m.hasan,Evening
ALT-000793,2026-04-11 20:47:51,2026-04,CASB,Mass external share,Low,Exfiltration,False Positive,No,r.islam,Evening
ALT-000803,2026-04-12 01:00:21,2026-04,SIEM,Impossible travel,Medium,Impact,Benign True Positive,No,n.akter,Night
ALT-000808,2026-04-12 07:59:26,2026-04,SIEM,Logon from disabled account,High,Persistence,Benign True Positive,No,t.begum,Morning
ALT-000805,2026-04-12 09:28:49,2026-04,WAF,Path traversal,Medium,Exfiltration,False Positive,No,a.rahman,Morning
ALT-000813,2026-04-12 11:19:26,2026-04,WAF,SQL injection attempt,Low,Command and Control,False Positive,No,m.hasan,Morning
ALT-000804,2026-04-12 12:45:11,2026-04,WAF,SQL injection attempt,Low,Collection,False Positive,No,a.rahman,Morning
ALT-000807,2026-04-12 13:48:09,2026-04,SIEM,Audit log cleared,Low,Command and Control,False Positive,No,t.begum,Morning
ALT-000812,2026-04-12 14:00:30,2026-04,SIEM,Logon from disabled account,Medium,Exfiltration,False Positive,No,t.begum,Evening
ALT-000809,2026-04-12 16:51:03,2026-04,SIEM,Impossible travel,Medium,Impact,False Positive,No,a.rahman,Evening
ALT-000806,2026-04-12 16:58:02,2026-04,EDR,Unsigned driver load,Medium,Command and Control,False Positive,No,n.akter,Evening
ALT-000811,2026-04-12 17:09:04,2026-04,Firewall,Inbound port scan,Low,Discovery,False Positive,No,t.begum,Evening
ALT-000810,2026-04-12 20:25:44,2026-04,EDR,Suspicious PowerShell,Medium,Persistence,True Positive,No,a.rahman,Evening
ALT-000821,2026-04-13 02:49:46,2026-04,SIEM,Mass file download,High,Lateral Movement,Benign True Positive,No,n.akter,Night
ALT-000830,2026-04-13 06:11:14,2026-04,SIEM,Logon from disabled account,Medium,Initial Access,True Positive,No,n.akter,Morning
ALT-000826,2026-04-13 07:21:32,2026-04,IDS,Cobalt Strike beacon,Low,Persistence,True Positive,No,t.begum,Morning
ALT-000815,2026-04-13 07:25:45,2026-04,Firewall,Tor exit node traffic,Critical,Privilege Escalation,True Positive,Yes,t.begum,Morning
ALT-000816,2026-04-13 08:30:24,2026-04,WAF,Path traversal,Medium,Command and Control,False Positive,No,a.rahman,Morning
ALT-000819,2026-04-13 11:11:50,2026-04,EDR,LOLBin execution,Medium,Exfiltration,False Positive,No,s.khatun,Morning
ALT-000833,2026-04-13 11:57:38,2026-04,EDR,Unsigned driver load,Low,Command and Control,True Positive,No,m.hasan,Morning
ALT-000817,2026-04-13 11:59:09,2026-04,WAF,Web shell upload,Critical,Initial Access,False Positive,No,n.akter,Morning
ALT-000829,2026-04-13 12:20:23,2026-04,Email-GW,Spoofed internal sender,Medium,Execution,False Positive,No,m.hasan,Morning
ALT-000832,2026-04-13 12:38:04,2026-04,EDR,Unsigned driver load,Medium,Discovery,Benign True Positive,No,r.islam,Morning
ALT-000820,2026-04-13 13:11:05,2026-04,WAF,Path traversal,Medium,Initial Access,False Positive,No,a.rahman,Morning
ALT-000824,2026-04-13 13:51:46,2026-04,EDR,Credential dumping tool,Low,Initial Access,True Positive,No,s.khatun,Morning
ALT-000814,2026-04-13 16:19:00,2026-04,IDS,SMB lateral movement,Low,Collection,Duplicate,No,t.begum,Evening
ALT-000823,2026-04-13 17:10:33,2026-04,SIEM,Logon from disabled account,Low,Exfiltration,True Positive,No,s.khatun,Evening
ALT-000828,2026-04-13 17:55:41,2026-04,EDR,Unsigned driver load,Low,Exfiltration,Benign True Positive,No,a.rahman,Evening
ALT-000831,2026-04-13 18:12:43,2026-04,EDR,Suspicious PowerShell,Medium,Privilege Escalation,True Positive,No,t.begum,Evening
ALT-000834,2026-04-13 18:21:09,2026-04,Email-GW,Spoofed internal sender,Low,Persistence,False Positive,No,r.islam,Evening
ALT-000825,2026-04-13 19:50:42,2026-04,EDR,LOLBin execution,Low,Credential Access,False Positive,No,n.akter,Evening
ALT-000827,2026-04-13 22:47:50,2026-04,EDR,Unsigned driver load,Medium,Discovery,False Positive,No,m.hasan,Night
ALT-000818,2026-04-13 23:29:41,2026-04,Firewall,Tor exit node traffic,Medium,Command and Control,True Positive,No,r.islam,Night
ALT-000822,2026-04-13 23:32:17,2026-04,SIEM,Audit log cleared,High,Command and Control,Benign True Positive,No,n.akter,Night
ALT-000837,2026-04-14 02:03:56,2026-04,IDS,SMB lateral movement,Medium,Collection,Benign True Positive,No,t.begum,Night
ALT-000849,2026-04-14 04:55:14,2026-04,SIEM,New privileged account,Low,Command and Control,False Positive,No,a.rahman,Night
ALT-000840,2026-04-14 07:20:26,2026-04,WAF,Path traversal,Low,Initial Access,True Positive,No,r.islam,Morning
ALT-000835,2026-04-14 08:01:05,2026-04,IDS,EternalBlue exploit,Low,Collection,True Positive,Yes,a.rahman,Morning
ALT-000851,2026-04-14 09:05:52,2026-04,CASB,Mass external share,High,Privilege Escalation,Benign True Positive,No,s.khatun,Morning
